Cell ID,mRNA in cytoplasm,mRNA in nucleus,Frame,Image
10,0,0,20,rep1_FOV3.tif
11,0,0,20,rep1_FOV3.tif
12,0,0,20,rep1_FOV3.tif
13,0,0,20,rep1_FOV3.tif
14,0,0,20,rep1_FOV3.tif
1,1,1,0,rep1_FOV2.tif
2,1,0,0,rep1_FOV2.tif
3,2,1,0,rep1_FOV2.tif
4,5,0,0,rep1_FOV2.tif
5,0,2,0,rep1_FOV2.tif
6,7,1,0,rep1_FOV2.tif
7,3,5,0,rep1_FOV2.tif
8,9,1,0,rep1_FOV2.tif
9,1,1,0,rep1_FOV2.tif
10,2,0,0,rep1_FOV2.tif
1,2,1,1,rep1_FOV2.tif
2,0,0,1,rep1_FOV2.tif
3,3,1,1,rep1_FOV2.tif
4,3,0,1,rep1_FOV2.tif
5,0,1,1,rep1_FOV2.tif
6,6,2,1,rep1_FOV2.tif
7,6,3,1,rep1_FOV2.tif
8,7,2,1,rep1_FOV2.tif
9,3,2,1,rep1_FOV2.tif
10,3,2,1,rep1_FOV2.tif
1,3,3,2,rep1_FOV2.tif
2,0,0,2,rep1_FOV2.tif
3,0,0,2,rep1_FOV2.tif
4,1,0,2,rep1_FOV2.tif
5,0,1,2,rep1_FOV2.tif
6,3,3,2,rep1_FOV2.tif
7,6,2,2,rep1_FOV2.tif
8,5,1,2,rep1_FOV2.tif
9,4,2,2,rep1_FOV2.tif
10,3,2,2,rep1_FOV2.tif
1,3,2,3,rep1_FOV2.tif
2,0,1,3,rep1_FOV2.tif
3,1,0,3,rep1_FOV2.tif
4,0,3,3,rep1_FOV2.tif
5,3,6,3,rep1_FOV2.tif
6,10,3,3,rep1_FOV2.tif
7,6,2,3,rep1_FOV2.tif
8,2,4,3,rep1_FOV2.tif
9,6,2,3,rep1_FOV2.tif
10,3,1,3,rep1_FOV2.tif
1,5,3,4,rep1_FOV2.tif
2,0,1,4,rep1_FOV2.tif
3,3,1,4,rep1_FOV2.tif
4,2,2,4,rep1_FOV2.tif
5,2,4,4,rep1_FOV2.tif
6,9,1,4,rep1_FOV2.tif
7,6,4,4,rep1_FOV2.tif
8,7,2,4,rep1_FOV2.tif
9,7,2,4,rep1_FOV2.tif
10,5,4,4,rep1_FOV2.tif
1,3,2,5,rep1_FOV2.tif
2,0,2,5,rep1_FOV2.tif
3,6,0,5,rep1_FOV2.tif
4,1,3,5,rep1_FOV2.tif
5,3,4,5,rep1_FOV2.tif
6,13,6,5,rep1_FOV2.tif
7,9,4,5,rep1_FOV2.tif
8,9,1,5,rep1_FOV2.tif
9,3,2,5,rep1_FOV2.tif
10,6,4,5,rep1_FOV2.tif
1,4,2,6,rep1_FOV2.tif
2,0,2,6,rep1_FOV2.tif
3,5,0,6,rep1_FOV2.tif
4,1,2,6,rep1_FOV2.tif
5,4,3,6,rep1_FOV2.tif
6,8,5,6,rep1_FOV2.tif
7,11,3,6,rep1_FOV2.tif
8,7,1,6,rep1_FOV2.tif
9,4,1,6,rep1_FOV2.tif
10,2,0,6,rep1_FOV2.tif
1,4,2,7,rep1_FOV2.tif
2,0,0,7,rep1_FOV2.tif
3,3,2,7,rep1_FOV2.tif
4,3,1,7,rep1_FOV2.tif
5,1,1,7,rep1_FOV2.tif
6,8,3,7,rep1_FOV2.tif
7,6,3,7,rep1_FOV2.tif
8,5,1,7,rep1_FOV2.tif
9,4,1,7,rep1_FOV2.tif
10,3,0,7,rep1_FOV2.tif
1,2,1,8,rep1_FOV2.tif
2,0,0,8,rep1_FOV2.tif
3,0,0,8,rep1_FOV2.tif
4,0,2,8,rep1_FOV2.tif
5,3,5,8,rep1_FOV2.tif
6,10,1,8,rep1_FOV2.tif
7,3,3,8,rep1_FOV2.tif
8,6,0,8,rep1_FOV2.tif
9,3,2,8,rep1_FOV2.tif
10,6,0,8,rep1_FOV2.tif
1,6,2,9,rep1_FOV2.tif
2,0,0,9,rep1_FOV2.tif
3,0,0,9,rep1_FOV2.tif
4,0,5,9,rep1_FOV2.tif
5,8,4,9,rep1_FOV2.tif
6,11,0,9,rep1_FOV2.tif
7,1,3,9,rep1_FOV2.tif
8,7,2,9,rep1_FOV2.tif
9,4,2,9,rep1_FOV2.tif
10,5,0,9,rep1_FOV2.tif
1,5,1,10,rep1_FOV2.tif
2,0,0,10,rep1_FOV2.tif
3,0,0,10,rep1_FOV2.tif
4,0,3,10,rep1_FOV2.tif
5,5,2,10,rep1_FOV2.tif
6,7,0,10,rep1_FOV2.tif
7,1,2,10,rep1_FOV2.tif
8,7,1,10,rep1_FOV2.tif
9,2,1,10,rep1_FOV2.tif
10,7,0,10,rep1_FOV2.tif
1,0,0,11,rep1_FOV2.tif
2,0,0,11,rep1_FOV2.tif
3,0,0,11,rep1_FOV2.tif
4,0,0,11,rep1_FOV2.tif
5,0,0,11,rep1_FOV2.tif
6,3,0,11,rep1_FOV2.tif
7,2,2,11,rep1_FOV2.tif
8,8,4,11,rep1_FOV2.tif
9,4,0,11,rep1_FOV2.tif
10,3,0,11,rep1_FOV2.tif
1,0,0,12,rep1_FOV2.tif
2,0,0,12,rep1_FOV2.tif
3,0,0,12,rep1_FOV2.tif
4,0,0,12,rep1_FOV2.tif
5,0,0,12,rep1_FOV2.tif
6,0,0,12,rep1_FOV2.tif
7,0,3,12,rep1_FOV2.tif
8,13,1,12,rep1_FOV2.tif
9,4,0,12,rep1_FOV2.tif
10,1,0,12,rep1_FOV2.tif
1,0,0,13,rep1_FOV2.tif
2,0,0,13,rep1_FOV2.tif
3,0,0,13,rep1_FOV2.tif
4,0,0,13,rep1_FOV2.tif
5,0,0,13,rep1_FOV2.tif
6,0,1,13,rep1_FOV2.tif
7,1,4,13,rep1_FOV2.tif
8,10,3,13,rep1_FOV2.tif
9,4,2,13,rep1_FOV2.tif
10,3,0,13,rep1_FOV2.tif
1,0,0,14,rep1_FOV2.tif
2,0,0,14,rep1_FOV2.tif
3,0,0,14,rep1_FOV2.tif
4,0,0,14,rep1_FOV2.tif
5,0,0,14,rep1_FOV2.tif
6,0,1,14,rep1_FOV2.tif
7,2,2,14,rep1_FOV2.tif
8,6,2,14,rep1_FOV2.tif
9,7,2,14,rep1_FOV2.tif
10,5,0,14,rep1_FOV2.tif
1,0,0,15,rep1_FOV2.tif
2,0,0,15,rep1_FOV2.tif
3,0,0,15,rep1_FOV2.tif
4,0,0,15,rep1_FOV2.tif
5,0,0,15,rep1_FOV2.tif
6,0,3,15,rep1_FOV2.tif
7,4,2,15,rep1_FOV2.tif
8,5,1,15,rep1_FOV2.tif
9,5,3,15,rep1_FOV2.tif
10,4,0,15,rep1_FOV2.tif
1,0,0,16,rep1_FOV2.tif
2,0,0,16,rep1_FOV2.tif
3,0,0,16,rep1_FOV2.tif
4,0,0,16,rep1_FOV2.tif
5,0,0,16,rep1_FOV2.tif
6,0,3,16,rep1_FOV2.tif
7,4,0,16,rep1_FOV2.tif
8,2,0,16,rep1_FOV2.tif
9,0,1,16,rep1_FOV2.tif
10,5,0,16,rep1_FOV2.tif
1,0,0,17,rep1_FOV2.tif
2,0,0,17,rep1_FOV2.tif
3,0,0,17,rep1_FOV2.tif
4,0,0,17,rep1_FOV2.tif
5,0,0,17,rep1_FOV2.tif
6,0,2,17,rep1_FOV2.tif
7,5,0,17,rep1_FOV2.tif
8,0,0,17,rep1_FOV2.tif
9,0,0,17,rep1_FOV2.tif
10,3,0,17,rep1_FOV2.tif
1,0,0,18,rep1_FOV2.tif
2,0,0,18,rep1_FOV2.tif
3,0,0,18,rep1_FOV2.tif
4,0,0,18,rep1_FOV2.tif
5,0,0,18,rep1_FOV2.tif
6,0,1,18,rep1_FOV2.tif
7,6,0,18,rep1_FOV2.tif
8,0,0,18,rep1_FOV2.tif
9,0,1,18,rep1_FOV2.tif
10,3,0,18,rep1_FOV2.tif
1,0,0,19,rep1_FOV2.tif
2,0,0,19,rep1_FOV2.tif
3,0,0,19,rep1_FOV2.tif
4,0,0,19,rep1_FOV2.tif
5,0,0,19,rep1_FOV2.tif
6,0,3,19,rep1_FOV2.tif
7,7,0,19,rep1_FOV2.tif
8,0,0,19,rep1_FOV2.tif
9,0,2,19,rep1_FOV2.tif
10,4,0,19,rep1_FOV2.tif
1,0,0,20,rep1_FOV2.tif
2,0,0,20,rep1_FOV2.tif
3,0,0,20,rep1_FOV2.tif
4,0,0,20,rep1_FOV2.tif
5,0,0,20,rep1_FOV2.tif
6,0,4,20,rep1_FOV2.tif
7,6,0,20,rep1_FOV2.tif
8,0,0,20,rep1_FOV2.tif
9,0,1,20,rep1_FOV2.tif
10,2,0,20,rep1_FOV2.tif
1,5,0,0,rep1_FOV6.tif
2,4,2,0,rep1_FOV6.tif
3,3,0,0,rep1_FOV6.tif
4,0,0,0,rep1_FOV6.tif
5,7,1,0,rep1_FOV6.tif
6,9,2,0,rep1_FOV6.tif
7,11,5,0,rep1_FOV6.tif
8,3,1,0,rep1_FOV6.tif
9,2,0,0,rep1_FOV6.tif
10,4,2,0,rep1_FOV6.tif
11,5,1,0,rep1_FOV6.tif
1,3,1,1,rep1_FOV6.tif
2,5,1,1,rep1_FOV6.tif
3,2,0,1,rep1_FOV6.tif
4,0,0,1,rep1_FOV6.tif
5,4,1,1,rep1_FOV6.tif
6,8,4,1,rep1_FOV6.tif
7,13,2,1,rep1_FOV6.tif
8,10,5,1,rep1_FOV6.tif
9,5,3,1,rep1_FOV6.tif
10,3,2,1,rep1_FOV6.tif
11,2,0,1,rep1_FOV6.tif
1,6,3,2,rep1_FOV6.tif
2,3,1,2,rep1_FOV6.tif
3,0,0,2,rep1_FOV6.tif
4,0,0,2,rep1_FOV6.tif
5,3,1,2,rep1_FOV6.tif
6,10,2,2,rep1_FOV6.tif
7,15,4,2,rep1_FOV6.tif
8,8,4,2,rep1_FOV6.tif
9,7,4,2,rep1_FOV6.tif
10,3,2,2,rep1_FOV6.tif
11,2,0,2,rep1_FOV6.tif
1,7,3,3,rep1_FOV6.tif
2,5,3,3,rep1_FOV6.tif
3,1,0,3,rep1_FOV6.tif
4,0,0,3,rep1_FOV6.tif
5,1,0,3,rep1_FOV6.tif
6,3,0,3,rep1_FOV6.tif
7,11,4,3,rep1_FOV6.tif
8,6,4,3,rep1_FOV6.tif
9,6,3,3,rep1_FOV6.tif
10,3,2,3,rep1_FOV6.tif
11,2,2,3,rep1_FOV6.tif
1,8,4,4,rep1_FOV6.tif
2,4,2,4,rep1_FOV6.tif
3,0,0,4,rep1_FOV6.tif
4,0,0,4,rep1_FOV6.tif
5,1,0,4,rep1_FOV6.tif
6,2,0,4,rep1_FOV6.tif
7,12,2,4,rep1_FOV6.tif
8,10,3,4,rep1_FOV6.tif
9,6,1,4,rep1_FOV6.tif
10,0,0,4,rep1_FOV6.tif
11,5,2,4,rep1_FOV6.tif
1,0,0,5,rep1_FOV6.tif
2,7,2,5,rep1_FOV6.tif
3,0,0,5,rep1_FOV6.tif
4,0,0,5,rep1_FOV6.tif
5,1,0,5,rep1_FOV6.tif
6,1,0,5,rep1_FOV6.tif
7,10,1,5,rep1_FOV6.tif
8,9,1,5,rep1_FOV6.tif
9,3,1,5,rep1_FOV6.tif
10,0,0,5,rep1_FOV6.tif
11,0,0,5,rep1_FOV6.tif
1,0,0,6,rep1_FOV6.tif
2,7,2,6,rep1_FOV6.tif
3,0,0,6,rep1_FOV6.tif
4,1,1,6,rep1_FOV6.tif
5,0,0,6,rep1_FOV6.tif
6,2,1,6,rep1_FOV6.tif
7,9,2,6,rep1_FOV6.tif
8,8,2,6,rep1_FOV6.tif
9,4,2,6,rep1_FOV6.tif
10,0,0,6,rep1_FOV6.tif
11,0,0,6,rep1_FOV6.tif
1,0,0,7,rep1_FOV6.tif
2,11,2,7,rep1_FOV6.tif
3,0,0,7,rep1_FOV6.tif
4,4,2,7,rep1_FOV6.tif
5,0,0,7,rep1_FOV6.tif
6,5,2,7,rep1_FOV6.tif
7,9,2,7,rep1_FOV6.tif
8,8,3,7,rep1_FOV6.tif
9,5,1,7,rep1_FOV6.tif
10,0,0,7,rep1_FOV6.tif
11,0,0,7,rep1_FOV6.tif
1,0,0,8,rep1_FOV6.tif
2,5,2,8,rep1_FOV6.tif
3,0,0,8,rep1_FOV6.tif
4,5,4,8,rep1_FOV6.tif
5,0,0,8,rep1_FOV6.tif
6,3,1,8,rep1_FOV6.tif
7,10,4,8,rep1_FOV6.tif
8,5,1,8,rep1_FOV6.tif
9,3,2,8,rep1_FOV6.tif
10,0,0,8,rep1_FOV6.tif
11,0,0,8,rep1_FOV6.tif
1,0,0,9,rep1_FOV6.tif
2,7,1,9,rep1_FOV6.tif
3,1,0,9,rep1_FOV6.tif
4,3,1,9,rep1_FOV6.tif
5,0,0,9,rep1_FOV6.tif
6,6,1,9,rep1_FOV6.tif
7,7,4,9,rep1_FOV6.tif
8,5,1,9,rep1_FOV6.tif
9,3,1,9,rep1_FOV6.tif
10,0,0,9,rep1_FOV6.tif
11,0,0,9,rep1_FOV6.tif
1,0,0,10,rep1_FOV6.tif
2,5,1,10,rep1_FOV6.tif
3,4,3,10,rep1_FOV6.tif
4,5,3,10,rep1_FOV6.tif
5,0,0,10,rep1_FOV6.tif
6,3,0,10,rep1_FOV6.tif
7,5,1,10,rep1_FOV6.tif
8,0,0,10,rep1_FOV6.tif
9,3,2,10,rep1_FOV6.tif
10,0,0,10,rep1_FOV6.tif
11,0,0,10,rep1_FOV6.tif
1,0,0,11,rep1_FOV6.tif
2,6,2,11,rep1_FOV6.tif
3,6,1,11,rep1_FOV6.tif
4,3,2,11,rep1_FOV6.tif
5,0,0,11,rep1_FOV6.tif
6,4,0,11,rep1_FOV6.tif
7,4,1,11,rep1_FOV6.tif
8,0,0,11,rep1_FOV6.tif
9,6,3,11,rep1_FOV6.tif
10,0,0,11,rep1_FOV6.tif
11,0,0,11,rep1_FOV6.tif
1,0,0,12,rep1_FOV6.tif
2,5,1,12,rep1_FOV6.tif
3,2,1,12,rep1_FOV6.tif
4,4,1,12,rep1_FOV6.tif
5,0,0,12,rep1_FOV6.tif
6,0,0,12,rep1_FOV6.tif
7,3,1,12,rep1_FOV6.tif
8,0,0,12,rep1_FOV6.tif
9,5,2,12,rep1_FOV6.tif
10,0,0,12,rep1_FOV6.tif
11,0,0,12,rep1_FOV6.tif
1,0,0,13,rep1_FOV6.tif
2,3,2,13,rep1_FOV6.tif
3,2,1,13,rep1_FOV6.tif
4,0,0,13,rep1_FOV6.tif
5,0,0,13,rep1_FOV6.tif
6,0,0,13,rep1_FOV6.tif
7,2,0,13,rep1_FOV6.tif
8,0,0,13,rep1_FOV6.tif
9,4,2,13,rep1_FOV6.tif
10,0,0,13,rep1_FOV6.tif
11,0,0,13,rep1_FOV6.tif
1,0,0,14,rep1_FOV6.tif
2,0,0,14,rep1_FOV6.tif
3,6,2,14,rep1_FOV6.tif
4,0,0,14,rep1_FOV6.tif
5,0,0,14,rep1_FOV6.tif
6,0,0,14,rep1_FOV6.tif
7,1,0,14,rep1_FOV6.tif
8,0,0,14,rep1_FOV6.tif
9,5,2,14,rep1_FOV6.tif
10,0,0,14,rep1_FOV6.tif
11,0,0,14,rep1_FOV6.tif
1,0,0,15,rep1_FOV6.tif
2,0,0,15,rep1_FOV6.tif
3,4,1,15,rep1_FOV6.tif
4,0,0,15,rep1_FOV6.tif
5,0,0,15,rep1_FOV6.tif
6,0,0,15,rep1_FOV6.tif
7,0,0,15,rep1_FOV6.tif
8,0,0,15,rep1_FOV6.tif
9,4,2,15,rep1_FOV6.tif
10,0,0,15,rep1_FOV6.tif
11,0,0,15,rep1_FOV6.tif
1,0,0,16,rep1_FOV6.tif
2,0,0,16,rep1_FOV6.tif
3,4,0,16,rep1_FOV6.tif
4,0,0,16,rep1_FOV6.tif
5,0,0,16,rep1_FOV6.tif
6,0,0,16,rep1_FOV6.tif
7,0,0,16,rep1_FOV6.tif
8,0,0,16,rep1_FOV6.tif
9,3,1,16,rep1_FOV6.tif
10,0,0,16,rep1_FOV6.tif
11,0,0,16,rep1_FOV6.tif
1,0,0,17,rep1_FOV6.tif
2,0,0,17,rep1_FOV6.tif
3,3,0,17,rep1_FOV6.tif
4,0,0,17,rep1_FOV6.tif
5,0,0,17,rep1_FOV6.tif
6,0,0,17,rep1_FOV6.tif
7,0,0,17,rep1_FOV6.tif
8,0,0,17,rep1_FOV6.tif
9,3,1,17,rep1_FOV6.tif
10,0,0,17,rep1_FOV6.tif
11,0,0,17,rep1_FOV6.tif
1,0,0,18,rep1_FOV6.tif
2,0,0,18,rep1_FOV6.tif
3,3,0,18,rep1_FOV6.tif
4,0,0,18,rep1_FOV6.tif
5,0,0,18,rep1_FOV6.tif
6,0,0,18,rep1_FOV6.tif
7,3,2,18,rep1_FOV6.tif
8,0,0,18,rep1_FOV6.tif
9,4,2,18,rep1_FOV6.tif
10,0,0,18,rep1_FOV6.tif
11,0,0,18,rep1_FOV6.tif
1,0,0,19,rep1_FOV6.tif
2,0,0,19,rep1_FOV6.tif
3,6,4,19,rep1_FOV6.tif
4,0,0,19,rep1_FOV6.tif
5,0,0,19,rep1_FOV6.tif
6,0,0,19,rep1_FOV6.tif
7,3,2,19,rep1_FOV6.tif
8,0,0,19,rep1_FOV6.tif
9,0,0,19,rep1_FOV6.tif
10,0,0,19,rep1_FOV6.tif
11,0,0,19,rep1_FOV6.tif
1,0,0,20,rep1_FOV6.tif
2,0,0,20,rep1_FOV6.tif
3,7,5,20,rep1_FOV6.tif
4,0,0,20,rep1_FOV6.tif
5,0,0,20,rep1_FOV6.tif
6,0,0,20,rep1_FOV6.tif
7,4,1,20,rep1_FOV6.tif
8,0,0,20,rep1_FOV6.tif
9,0,0,20,rep1_FOV6.tif
10,0,0,20,rep1_FOV6.tif
11,0,0,20,rep1_FOV6.tif
1,10,5,0,rep1_FOV5.tif
2,0,0,0,rep1_FOV5.tif
3,7,3,0,rep1_FOV5.tif
4,1,0,0,rep1_FOV5.tif
5,2,1,0,rep1_FOV5.tif
6,9,4,0,rep1_FOV5.tif
7,4,3,0,rep1_FOV5.tif
8,4,0,0,rep1_FOV5.tif
9,11,0,0,rep1_FOV5.tif
10,5,1,0,rep1_FOV5.tif
11,0,2,0,rep1_FOV5.tif
12,6,4,0,rep1_FOV5.tif
1,13,0,1,rep1_FOV5.tif
2,0,0,1,rep1_FOV5.tif
3,10,2,1,rep1_FOV5.tif
4,0,0,1,rep1_FOV5.tif
5,2,2,1,rep1_FOV5.tif
6,6,3,1,rep1_FOV5.tif
7,6,4,1,rep1_FOV5.tif
8,4,0,1,rep1_FOV5.tif
9,10,0,1,rep1_FOV5.tif
10,4,1,1,rep1_FOV5.tif
11,0,1,1,rep1_FOV5.tif
12,3,3,1,rep1_FOV5.tif
1,9,3,2,rep1_FOV5.tif
2,0,0,2,rep1_FOV5.tif
3,9,3,2,rep1_FOV5.tif
4,1,0,2,rep1_FOV5.tif
5,5,3,2,rep1_FOV5.tif
6,7,3,2,rep1_FOV5.tif
7,5,2,2,rep1_FOV5.tif
8,2,0,2,rep1_FOV5.tif
9,2,0,2,rep1_FOV5.tif
10,6,1,2,rep1_FOV5.tif
11,0,1,2,rep1_FOV5.tif
12,4,2,2,rep1_FOV5.tif
1,3,1,3,rep1_FOV5.tif
2,1,0,3,rep1_FOV5.tif
3,11,3,3,rep1_FOV5.tif
4,0,0,3,rep1_FOV5.tif
5,5,1,3,rep1_FOV5.tif
6,4,2,3,rep1_FOV5.tif
7,0,0,3,rep1_FOV5.tif
8,2,0,3,rep1_FOV5.tif
9,2,0,3,rep1_FOV5.tif
10,6,2,3,rep1_FOV5.tif
11,0,3,3,rep1_FOV5.tif
12,5,3,3,rep1_FOV5.tif
1,6,1,4,rep1_FOV5.tif
2,1,0,4,rep1_FOV5.tif
3,9,4,4,rep1_FOV5.tif
4,0,0,4,rep1_FOV5.tif
5,6,4,4,rep1_FOV5.tif
6,3,2,4,rep1_FOV5.tif
7,1,1,4,rep1_FOV5.tif
8,4,0,4,rep1_FOV5.tif
9,0,0,4,rep1_FOV5.tif
10,3,0,4,rep1_FOV5.tif
11,0,3,4,rep1_FOV5.tif
12,10,3,4,rep1_FOV5.tif
1,2,0,5,rep1_FOV5.tif
2,0,0,5,rep1_FOV5.tif
3,9,2,5,rep1_FOV5.tif
4,0,0,5,rep1_FOV5.tif
5,5,1,5,rep1_FOV5.tif
6,8,3,5,rep1_FOV5.tif
7,2,1,5,rep1_FOV5.tif
8,5,1,5,rep1_FOV5.tif
9,1,1,5,rep1_FOV5.tif
10,1,0,5,rep1_FOV5.tif
11,0,3,5,rep1_FOV5.tif
12,7,2,5,rep1_FOV5.tif
1,1,0,6,rep1_FOV5.tif
2,5,3,6,rep1_FOV5.tif
3,13,4,6,rep1_FOV5.tif
4,5,2,6,rep1_FOV5.tif
5,4,3,6,rep1_FOV5.tif
6,7,4,6,rep1_FOV5.tif
7,1,0,6,rep1_FOV5.tif
8,0,0,6,rep1_FOV5.tif
9,4,2,6,rep1_FOV5.tif
10,1,0,6,rep1_FOV5.tif
11,0,0,6,rep1_FOV5.tif
12,0,1,6,rep1_FOV5.tif
1,3,1,7,rep1_FOV5.tif
2,5,3,7,rep1_FOV5.tif
3,10,3,7,rep1_FOV5.tif
4,7,2,7,rep1_FOV5.tif
5,5,2,7,rep1_FOV5.tif
6,9,4,7,rep1_FOV5.tif
7,0,0,7,rep1_FOV5.tif
8,0,0,7,rep1_FOV5.tif
9,10,4,7,rep1_FOV5.tif
10,0,0,7,rep1_FOV5.tif
11,0,0,7,rep1_FOV5.tif
12,0,1,7,rep1_FOV5.tif
1,3,2,8,rep1_FOV5.tif
2,6,3,8,rep1_FOV5.tif
3,4,1,8,rep1_FOV5.tif
4,4,2,8,rep1_FOV5.tif
5,3,1,8,rep1_FOV5.tif
6,10,5,8,rep1_FOV5.tif
7,1,1,8,rep1_FOV5.tif
