Cell ID,mRNA in cytoplasm,mRNA in nucleus,Frame,Image
8,0,0,8,rep1_FOV5.tif
9,9,0,8,rep1_FOV5.tif
10,0,0,8,rep1_FOV5.tif
11,0,0,8,rep1_FOV5.tif
12,0,3,8,rep1_FOV5.tif
1,0,0,9,rep1_FOV5.tif
2,7,3,9,rep1_FOV5.tif
3,9,4,9,rep1_FOV5.tif
4,0,0,9,rep1_FOV5.tif
5,0,0,9,rep1_FOV5.tif
6,8,2,9,rep1_FOV5.tif
7,3,2,9,rep1_FOV5.tif
8,0,0,9,rep1_FOV5.tif
9,15,4,9,rep1_FOV5.tif
10,0,0,9,rep1_FOV5.tif
11,0,0,9,rep1_FOV5.tif
12,0,3,9,rep1_FOV5.tif
1,0,0,10,rep1_FOV5.tif
2,4,1,10,rep1_FOV5.tif
3,8,3,10,rep1_FOV5.tif
4,0,0,10,rep1_FOV5.tif
5,0,0,10,rep1_FOV5.tif
6,3,1,10,rep1_FOV5.tif
7,4,2,10,rep1_FOV5.tif
8,0,0,10,rep1_FOV5.tif
9,12,3,10,rep1_FOV5.tif
10,1,0,10,rep1_FOV5.tif
11,0,0,10,rep1_FOV5.tif
12,0,1,10,rep1_FOV5.tif
1,0,0,11,rep1_FOV5.tif
2,6,2,11,rep1_FOV5.tif
3,6,1,11,rep1_FOV5.tif
4,0,0,11,rep1_FOV5.tif
5,0,0,11,rep1_FOV5.tif
6,6,2,11,rep1_FOV5.tif
7,3,1,11,rep1_FOV5.tif
8,0,0,11,rep1_FOV5.tif
9,9,1,11,rep1_FOV5.tif
10,0,0,11,rep1_FOV5.tif
11,0,0,11,rep1_FOV5.tif
12,0,1,11,rep1_FOV5.tif
1,0,0,12,rep1_FOV5.tif
2,2,1,12,rep1_FOV5.tif
3,8,3,12,rep1_FOV5.tif
4,0,0,12,rep1_FOV5.tif
5,0,0,12,rep1_FOV5.tif
6,4,2,12,rep1_FOV5.tif
7,2,1,12,rep1_FOV5.tif
8,0,0,12,rep1_FOV5.tif
9,11,2,12,rep1_FOV5.tif
10,0,0,12,rep1_FOV5.tif
11,0,0,12,rep1_FOV5.tif
12,0,4,12,rep1_FOV5.tif
1,0,0,13,rep1_FOV5.tif
2,0,0,13,rep1_FOV5.tif
3,6,1,13,rep1_FOV5.tif
4,0,0,13,rep1_FOV5.tif
5,0,0,13,rep1_FOV5.tif
6,0,0,13,rep1_FOV5.tif
7,0,0,13,rep1_FOV5.tif
8,0,0,13,rep1_FOV5.tif
9,8,1,13,rep1_FOV5.tif
10,0,0,13,rep1_FOV5.tif
11,0,0,13,rep1_FOV5.tif
12,0,2,13,rep1_FOV5.tif
1,0,0,14,rep1_FOV5.tif
2,0,0,14,rep1_FOV5.tif
3,10,3,14,rep1_FOV5.tif
4,0,0,14,rep1_FOV5.tif
5,0,0,14,rep1_FOV5.tif
6,0,0,14,rep1_FOV5.tif
7,0,0,14,rep1_FOV5.tif
8,0,0,14,rep1_FOV5.tif
9,7,1,14,rep1_FOV5.tif
10,0,0,14,rep1_FOV5.tif
11,0,0,14,rep1_FOV5.tif
12,0,3,14,rep1_FOV5.tif
1,0,0,15,rep1_FOV5.tif
2,4,3,15,rep1_FOV5.tif
3,10,3,15,rep1_FOV5.tif
4,0,0,15,rep1_FOV5.tif
5,0,0,15,rep1_FOV5.tif
6,0,0,15,rep1_FOV5.tif
7,0,0,15,rep1_FOV5.tif
8,0,0,15,rep1_FOV5.tif
9,3,0,15,rep1_FOV5.tif
10,0,0,15,rep1_FOV5.tif
11,0,0,15,rep1_FOV5.tif
12,0,2,15,rep1_FOV5.tif
1,0,0,16,rep1_FOV5.tif
2,7,1,16,rep1_FOV5.tif
3,10,4,16,rep1_FOV5.tif
4,0,0,16,rep1_FOV5.tif
5,0,0,16,rep1_FOV5.tif
6,0,0,16,rep1_FOV5.tif
7,0,0,16,rep1_FOV5.tif
8,0,0,16,rep1_FOV5.tif
9,6,0,16,rep1_FOV5.tif
10,0,0,16,rep1_FOV5.tif
11,0,0,16,rep1_FOV5.tif
12,0,3,16,rep1_FOV5.tif
1,0,0,17,rep1_FOV5.tif
2,6,3,17,rep1_FOV5.tif
3,7,3,17,rep1_FOV5.tif
4,0,0,17,rep1_FOV5.tif
5,0,0,17,rep1_FOV5.tif
6,0,0,17,rep1_FOV5.tif
7,0,0,17,rep1_FOV5.tif
8,0,0,17,rep1_FOV5.tif
9,5,2,17,rep1_FOV5.tif
10,0,0,17,rep1_FOV5.tif
11,0,0,17,rep1_FOV5.tif
12,0,3,17,rep1_FOV5.tif
1,0,0,18,rep1_FOV5.tif
2,8,2,18,rep1_FOV5.tif
3,9,5,18,rep1_FOV5.tif
4,0,0,18,rep1_FOV5.tif
5,0,0,18,rep1_FOV5.tif
6,0,0,18,rep1_FOV5.tif
7,0,0,18,rep1_FOV5.tif
8,0,0,18,rep1_FOV5.tif
9,4,1,18,rep1_FOV5.tif
10,0,0,18,rep1_FOV5.tif
11,0,0,18,rep1_FOV5.tif
12,0,0,18,rep1_FOV5.tif
1,0,0,19,rep1_FOV5.tif
2,5,1,19,rep1_FOV5.tif
3,0,0,19,rep1_FOV5.tif
4,0,0,19,rep1_FOV5.tif
5,0,0,19,rep1_FOV5.tif
6,0,0,19,rep1_FOV5.tif
7,0,0,19,rep1_FOV5.tif
8,0,0,19,rep1_FOV5.tif
9,5,0,19,rep1_FOV5.tif
10,0,0,19,rep1_FOV5.tif
11,0,0,19,rep1_FOV5.tif
12,0,0,19,rep1_FOV5.tif
1,0,0,20,rep1_FOV5.tif
2,11,4,20,rep1_FOV5.tif
3,0,0,20,rep1_FOV5.tif
4,0,0,20,rep1_FOV5.tif
5,0,0,20,rep1_FOV5.tif
6,0,0,20,rep1_FOV5.tif
7,0,0,20,rep1_FOV5.tif
8,0,0,20,rep1_FOV5.tif
9,0,0,20,rep1_FOV5.tif
10,0,0,20,rep1_FOV5.tif
11,0,0,20,rep1_FOV5.tif
12,0,0,20,rep1_FOV5.tif
1,1,1,0,rep1_FOV4.tif
2,6,2,0,rep1_FOV4.tif
3,4,1,0,rep1_FOV4.tif
4,2,1,0,rep1_FOV4.tif
5,9,4,0,rep1_FOV4.tif
6,6,2,0,rep1_FOV4.tif
7,11,2,0,rep1_FOV4.tif
8,5,2,0,rep1_FOV4.tif
9,1,2,0,rep1_FOV4.tif
10,0,0,0,rep1_FOV4.tif
1,2,1,1,rep1_FOV4.tif
2,5,3,1,rep1_FOV4.tif
3,1,0,1,rep1_FOV4.tif
4,3,0,1,rep1_FOV4.tif
5,9,1,1,rep1_FOV4.tif
6,11,3,1,rep1_FOV4.tif
7,8,0,1,rep1_FOV4.tif
8,3,2,1,rep1_FOV4.tif
9,1,0,1,rep1_FOV4.tif
10,0,0,1,rep1_FOV4.tif
1,0,0,2,rep1_FOV4.tif
2,7,2,2,rep1_FOV4.tif
3,0,0,2,rep1_FOV4.tif
4,2,0,2,rep1_FOV4.tif
5,7,3,2,rep1_FOV4.tif
6,8,3,2,rep1_FOV4.tif
7,10,0,2,rep1_FOV4.tif
8,2,2,2,rep1_FOV4.tif
9,2,0,2,rep1_FOV4.tif
10,0,0,2,rep1_FOV4.tif
1,0,0,3,rep1_FOV4.tif
2,5,1,3,rep1_FOV4.tif
3,0,0,3,rep1_FOV4.tif
4,2,0,3,rep1_FOV4.tif
5,7,1,3,rep1_FOV4.tif
6,8,1,3,rep1_FOV4.tif
7,6,0,3,rep1_FOV4.tif
8,3,1,3,rep1_FOV4.tif
9,2,1,3,rep1_FOV4.tif
10,0,0,3,rep1_FOV4.tif
1,0,0,4,rep1_FOV4.tif
2,4,0,4,rep1_FOV4.tif
3,2,1,4,rep1_FOV4.tif
4,4,0,4,rep1_FOV4.tif
5,3,0,4,rep1_FOV4.tif
6,6,2,4,rep1_FOV4.tif
7,7,0,4,rep1_FOV4.tif
8,5,2,4,rep1_FOV4.tif
9,2,4,4,rep1_FOV4.tif
10,0,0,4,rep1_FOV4.tif
1,0,0,5,rep1_FOV4.tif
2,2,0,5,rep1_FOV4.tif
3,1,1,5,rep1_FOV4.tif
4,5,0,5,rep1_FOV4.tif
5,1,0,5,rep1_FOV4.tif
6,0,0,5,rep1_FOV4.tif
7,0,0,5,rep1_FOV4.tif
8,5,0,5,rep1_FOV4.tif
9,1,2,5,rep1_FOV4.tif
10,0,0,5,rep1_FOV4.tif
1,0,0,6,rep1_FOV4.tif
2,0,0,6,rep1_FOV4.tif
3,1,1,6,rep1_FOV4.tif
4,2,0,6,rep1_FOV4.tif
5,1,0,6,rep1_FOV4.tif
6,0,0,6,rep1_FOV4.tif
7,0,0,6,rep1_FOV4.tif
8,0,0,6,rep1_FOV4.tif
9,0,0,6,rep1_FOV4.tif
10,0,0,6,rep1_FOV4.tif
1,0,0,7,rep1_FOV4.tif
2,0,0,7,rep1_FOV4.tif
3,0,0,7,rep1_FOV4.tif
4,1,0,7,rep1_FOV4.tif
5,1,0,7,rep1_FOV4.tif
6,0,0,7,rep1_FOV4.tif
7,0,0,7,rep1_FOV4.tif
8,0,0,7,rep1_FOV4.tif
9,0,0,7,rep1_FOV4.tif
10,0,0,7,rep1_FOV4.tif
1,0,0,8,rep1_FOV4.tif
2,4,2,8,rep1_FOV4.tif
3,0,0,8,rep1_FOV4.tif
4,4,3,8,rep1_FOV4.tif
5,1,0,8,rep1_FOV4.tif
6,0,0,8,rep1_FOV4.tif
7,0,0,8,rep1_FOV4.tif
8,0,0,8,rep1_FOV4.tif
9,0,0,8,rep1_FOV4.tif
10,0,0,8,rep1_FOV4.tif
1,0,0,9,rep1_FOV4.tif
2,7,2,9,rep1_FOV4.tif
3,0,0,9,rep1_FOV4.tif
4,4,3,9,rep1_FOV4.tif
5,0,0,9,rep1_FOV4.tif
6,0,0,9,rep1_FOV4.tif
7,0,0,9,rep1_FOV4.tif
8,0,0,9,rep1_FOV4.tif
9,0,0,9,rep1_FOV4.tif
10,0,0,9,rep1_FOV4.tif
1,0,0,10,rep1_FOV4.tif
2,11,4,10,rep1_FOV4.tif
3,0,0,10,rep1_FOV4.tif
4,0,0,10,rep1_FOV4.tif
5,0,0,10,rep1_FOV4.tif
6,0,0,10,rep1_FOV4.tif
7,0,0,10,rep1_FOV4.tif
8,0,0,10,rep1_FOV4.tif
9,0,0,10,rep1_FOV4.tif
10,0,0,10,rep1_FOV4.tif
1,0,0,11,rep1_FOV4.tif
2,10,5,11,rep1_FOV4.tif
3,0,0,11,rep1_FOV4.tif
4,0,0,11,rep1_FOV4.tif
5,0,0,11,rep1_FOV4.tif
6,0,0,11,rep1_FOV4.tif
7,0,0,11,rep1_FOV4.tif
8,0,0,11,rep1_FOV4.tif
9,0,0,11,rep1_FOV4.tif
10,0,0,11,rep1_FOV4.tif
1,0,0,12,rep1_FOV4.tif
2,0,0,12,rep1_FOV4.tif
3,0,0,12,rep1_FOV4.tif
4,0,0,12,rep1_FOV4.tif
5,0,0,12,rep1_FOV4.tif
6,0,0,12,rep1_FOV4.tif
7,0,0,12,rep1_FOV4.tif
8,0,0,12,rep1_FOV4.tif
9,0,0,12,rep1_FOV4.tif
10,0,0,12,rep1_FOV4.tif
1,0,0,13,rep1_FOV4.tif
2,0,0,13,rep1_FOV4.tif
3,0,0,13,rep1_FOV4.tif
4,0,0,13,rep1_FOV4.tif
5,0,0,13,rep1_FOV4.tif
6,0,0,13,rep1_FOV4.tif
7,0,0,13,rep1_FOV4.tif
8,0,0,13,rep1_FOV4.tif
9,0,0,13,rep1_FOV4.tif
10,0,0,13,rep1_FOV4.tif
1,0,0,14,rep1_FOV4.tif
2,0,0,14,rep1_FOV4.tif
3,0,0,14,rep1_FOV4.tif
4,0,0,14,rep1_FOV4.tif
5,0,0,14,rep1_FOV4.tif
6,0,0,14,rep1_FOV4.tif
7,0,0,14,rep1_FOV4.tif
8,0,0,14,rep1_FOV4.tif
9,0,0,14,rep1_FOV4.tif
10,0,0,14,rep1_FOV4.tif
1,0,0,15,rep1_FOV4.tif
2,0,0,15,rep1_FOV4.tif
3,0,0,15,rep1_FOV4.tif
4,0,0,15,rep1_FOV4.tif
5,0,0,15,rep1_FOV4.tif
6,0,0,15,rep1_FOV4.tif
7,0,0,15,rep1_FOV4.tif
8,0,0,15,rep1_FOV4.tif
9,0,0,15,rep1_FOV4.tif
10,0,0,15,rep1_FOV4.tif
1,0,0,16,rep1_FOV4.tif
2,0,0,16,rep1_FOV4.tif
3,0,0,16,rep1_FOV4.tif
4,0,0,16,rep1_FOV4.tif
5,0,0,16,rep1_FOV4.tif
6,0,0,16,rep1_FOV4.tif
7,0,0,16,rep1_FOV4.tif
8,0,0,16,rep1_FOV4.tif
9,0,0,16,rep1_FOV4.tif
10,0,0,16,rep1_FOV4.tif
1,0,0,17,rep1_FOV4.tif
2,0,0,17,rep1_FOV4.tif
3,0,0,17,rep1_FOV4.tif
4,0,0,17,rep1_FOV4.tif
5,0,0,17,rep1_FOV4.tif
6,0,0,17,rep1_FOV4.tif
7,0,0,17,rep1_FOV4.tif
8,0,0,17,rep1_FOV4.tif
9,0,0,17,rep1_FOV4.tif
10,0,0,17,rep1_FOV4.tif
1,0,0,18,rep1_FOV4.tif
2,0,0,18,rep1_FOV4.tif
3,0,0,18,rep1_FOV4.tif
4,0,0,18,rep1_FOV4.tif
5,0,0,18,rep1_FOV4.tif
6,0,0,18,rep1_FOV4.tif
7,0,0,18,rep1_FOV4.tif
8,0,0,18,rep1_FOV4.tif
9,0,0,18,rep1_FOV4.tif
10,0,0,18,rep1_FOV4.tif
1,0,0,19,rep1_FOV4.tif
2,0,0,19,rep1_FOV4.tif
3,0,0,19,rep1_FOV4.tif
4,0,0,19,rep1_FOV4.tif
5,0,0,19,rep1_FOV4.tif
6,0,0,19,rep1_FOV4.tif
7,0,0,19,rep1_FOV4.tif
8,0,0,19,rep1_FOV4.tif
9,0,0,19,rep1_FOV4.tif
10,0,0,19,rep1_FOV4.tif
1,0,0,20,rep1_FOV4.tif
2,0,0,20,rep1_FOV4.tif
3,0,0,20,rep1_FOV4.tif
4,0,0,20,rep1_FOV4.tif
5,0,0,20,rep1_FOV4.tif
6,0,0,20,rep1_FOV4.tif
7,0,0,20,rep1_FOV4.tif
8,0,0,20,rep1_FOV4.tif
9,0,0,20,rep1_FOV4.tif
10,0,0,20,rep1_FOV4.tif
1,3,1,0,rep2_FOV5.tif
2,3,0,0,rep2_FOV5.tif
3,1,0,0,rep2_FOV5.tif
4,1,0,0,rep2_FOV5.tif
5,2,1,0,rep2_FOV5.tif
6,10,2,0,rep2_FOV5.tif
7,4,0,0,rep2_FOV5.tif
8,5,2,0,rep2_FOV5.tif
9,2,1,0,rep2_FOV5.tif
10,4,3,0,rep2_FOV5.tif
1,0,0,1,rep2_FOV5.tif
2,3,0,1,rep2_FOV5.tif
3,0,0,1,rep2_FOV5.tif
4,1,0,1,rep2_FOV5.tif
5,2,0,1,rep2_FOV5.tif
6,8,1,1,rep2_FOV5.tif
7,0,0,1,rep2_FOV5.tif
8,5,3,1,rep2_FOV5.tif
9,5,1,1,rep2_FOV5.tif
10,6,2,1,rep2_FOV5.tif
1,1,0,2,rep2_FOV5.tif
2,3,1,2,rep2_FOV5.tif
3,0,0,2,rep2_FOV5.tif
4,1,1,2,rep2_FOV5.tif
5,2,0,2,rep2_FOV5.tif
6,6,1,2,rep2_FOV5.tif
7,1,0,2,rep2_FOV5.tif
8,4,2,2,rep2_FOV5.tif
9,4,1,2,rep2_FOV5.tif
10,5,2,2,rep2_FOV5.tif
1,0,0,3,rep2_FOV5.tif
2,11,5,3,rep2_FOV5.tif
3,2,1,3,rep2_FOV5.tif
4,3,1,3,rep2_FOV5.tif
5,0,0,3,rep2_FOV5.tif
6,9,3,3,rep2_FOV5.tif
7,0,0,3,rep2_FOV5.tif
8,9,5,3,rep2_FOV5.tif
9,3,1,3,rep2_FOV5.tif
10,3,0,3,rep2_FOV5.tif
1,0,0,4,rep2_FOV5.tif
2,10,3,4,rep2_FOV5.tif
3,7,2,4,rep2_FOV5.tif
4,3,2,4,rep2_FOV5.tif
5,0,0,4,rep2_FOV5.tif
6,5,2,4,rep2_FOV5.tif
7,0,0,4,rep2_FOV5.tif
8,2,2,4,rep2_FOV5.tif
9,1,1,4,rep2_FOV5.tif
10,2,2,4,rep2_FOV5.tif
1,0,0,5,rep2_FOV5.tif
2,7,2,5,rep2_FOV5.tif
3,9,4,5,rep2_FOV5.tif
4,9,3,5,rep2_FOV5.tif
5,0,0,5,rep2_FOV5.tif
6,0,0,5,rep2_FOV5.tif
7,3,1,5,rep2_FOV5.tif
8,11,3,5,rep2_FOV5.tif
9,0,0,5,rep2_FOV5.tif
10,6,2,5,rep2_FOV5.tif
1,0,0,6,rep2_FOV5.tif
2,8,2,6,rep2_FOV5.tif
3,6,4,6,rep2_FOV5.tif
4,8,2,6,rep2_FOV5.tif
5,0,0,6,rep2_FOV5.tif
6,0,0,6,rep2_FOV5.tif
7,4,0,6,rep2_FOV5.tif
8,3,1,6,rep2_FOV5.tif
9,4,1,6,rep2_FOV5.tif
10,0,0,6,rep2_FOV5.tif
1,0,0,7,rep2_FOV5.tif
2,4,1,7,rep2_FOV5.tif
3,7,1,7,rep2_FOV5.tif
4,7,2,7,rep2_FOV5.tif
5,0,0,7,rep2_FOV5.tif
6,0,0,7,rep2_FOV5.tif
7,6,3,7,rep2_FOV5.tif
8,3,0,7,rep2_FOV5.tif
9,4,0,7,rep2_FOV5.tif
10,0,0,7,rep2_FOV5.tif
1,0,0,8,rep2_FOV5.tif
2,0,0,8,rep2_FOV5.tif
3,5,2,8,rep2_FOV5.tif
4,5,2,8,rep2_FOV5.tif
5,4,4,8,rep2_FOV5.tif
6,0,0,8,rep2_FOV5.tif
7,2,1,8,rep2_FOV5.tif
8,3,0,8,rep2_FOV5.tif
9,3,1,8,rep2_FOV5.tif
10,0,0,8,rep2_FOV5.tif
1,0,0,9,rep2_FOV5.tif
2,0,0,9,rep2_FOV5.tif
3,2,2,9,rep2_FOV5.tif
4,3,3,9,rep2_FOV5.tif
5,2,1,9,rep2_FOV5.tif
6,0,0,9,rep2_FOV5.tif
7,5,4,9,rep2_FOV5.tif
8,4,1,9,rep2_FOV5.tif
9,6,3,9,rep2_FOV5.tif
10,0,0,9,rep2_FOV5.tif
1,0,0,10,rep2_FOV5.tif
2,0,0,10,rep2_FOV5.tif
3,8,3,10,rep2_FOV5.tif
4,6,1,10,rep2_FOV5.tif
5,8,3,10,rep2_FOV5.tif
6,0,0,10,rep2_FOV5.tif
7,0,0,10,rep2_FOV5.tif
8,0,0,10,rep2_FOV5.tif
9,7,1,10,rep2_FOV5.tif
10,0,0,10,rep2_FOV5.tif
1,3,2,11,rep2_FOV5.tif
2,0,0,11,rep2_FOV5.tif
3,0,0,11,rep2_FOV5.tif
4,9,5,11,rep2_FOV5.tif
5,7,3,11,rep2_FOV5.tif
6,0,0,11,rep2_FOV5.tif
7,0,0,11,rep2_FOV5.tif
8,0,0,11,rep2_FOV5.tif
9,9,3,11,rep2_FOV5.tif
10,0,0,11,rep2_FOV5.tif
1,6,2,12,rep2_FOV5.tif
2,0,0,12,rep2_FOV5.tif
3,0,0,12,rep2_FOV5.tif
4,6,1,12,rep2_FOV5.tif
5,4,1,12,rep2_FOV5.tif
6,0,0,12,rep2_FOV5.tif
7,0,0,12,rep2_FOV5.tif
8,0,0,12,rep2_FOV5.tif
9,5,3,12,rep2_FOV5.tif
10,0,0,12,rep2_FOV5.tif
1,6,2,13,rep2_FOV5.tif
2,0,0,13,rep2_FOV5.tif
3,0,0,13,rep2_FOV5.tif
4,0,0,13,rep2_FOV5.tif
5,7,3,13,rep2_FOV5.tif
6,0,0,13,rep2_FOV5.tif
7,0,0,13,rep2_FOV5.tif
8,0,0,13,rep2_FOV5.tif
9,0,0,13,rep2_FOV5.tif
10,0,0,13,rep2_FOV5.tif
1,5,3,14,rep2_FOV5.tif
2,0,0,14,rep2_FOV5.tif
3,0,0,14,rep2_FOV5.tif
4,0,0,14,rep2_FOV5.tif
5,7,2,14,rep2_FOV5.tif
6,0,0,14,rep2_FOV5.tif
7,0,0,14,rep2_FOV5.tif
8,0,0,14,rep2_FOV5.tif
9,0,0,14,rep2_FOV5.tif
10,0,0,14,rep2_FOV5.tif
1,6,2,15,rep2_FOV5.tif
2,0,0,15,rep2_FOV5.tif
3,0,0,15,rep2_FOV5.tif
4,0,0,15,rep2_FOV5.tif
5,5,1,15,rep2_FOV5.tif
6,0,0,15,rep2_FOV5.tif
7,0,0,15,rep2_FOV5.tif
8,0,0,15,rep2_FOV5.tif
9,0,0,15,rep2_FOV5.tif
10,0,0,15,rep2_FOV5.tif
1,5,1,16,rep2_FOV5.tif
2,0,0,16,rep2_FOV5.tif
3,0,0,16,rep2_FOV5.tif
4,0,0,16,rep2_FOV5.tif
5,5,1,16,rep2_FOV5.tif
6,0,0,16,rep2_FOV5.tif
7,0,0,16,rep2_FOV5.tif
8,0,0,16,rep2_FOV5.tif
9,0,0,16,rep2_FOV5.tif
10,0,0,16,rep2_FOV5.tif
1,4,1,17,rep2_FOV5.tif
2,0,0,17,rep2_FOV5.tif
3,0,0,17,rep2_FOV5.tif
4,0,0,17,rep2_FOV5.tif
5,3,0,17,rep2_FOV5.tif
6,0,0,17,rep2_FOV5.tif
7,0,0,17,rep2_FOV5.tif
8,0,0,17,rep2_FOV5.tif
9,0,0,17,rep2_FOV5.tif
10,0,0,17,rep2_FOV5.tif
1,6,3,18,rep2_FOV5.tif
2,0,0,18,rep2_FOV5.tif
3,0,0,18,rep2_FOV5.tif
4,0,0,18,rep2_FOV5.tif
5,1,0,18,rep2_FOV5.tif
6,0,0,18,rep2_FOV5.tif
7,0,0,18,rep2_FOV5.tif
